Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2016,San Bernardino,8,Heart Failure,,,,,"5,050","1,558,038",324.1,410.2,,
2017,San Bernardino,8,Heart Failure,,,,,"5,515","1,577,430",349.6,437.1,,
2018,San Bernardino,8,Heart Failure,,,,,"5,836","1,594,421",366,451.8,,
2019,San Bernardino,8,Heart Failure,,,,,"6,097","1,607,856",379.2,461.7,,
2020,San Bernardino,8,Heart Failure,,,,,"4,928","1,616,879",304.8,372.7,,
2021,San Bernardino,8,Heart Failure,,,,,"5,414","1,630,166",332.1,405.6,,
2022,San Bernardino,8,Heart Failure,,,,,"5,451","1,635,914",333.2,402.2,,
2023,San Bernardino,8,Heart Failure,,,,,"6,240","1,641,803",380.1,459.2,,
2024,San Bernardino,8,Heart Failure,,,,,"6,628","1,665,133",398,467.7,,
2005,San Diego,8,Heart Failure,"6,567","2,214,544",296.5,350.4,,,,,,
2006,San Diego,8,Heart Failure,"6,170","2,229,606",276.7,324.9,,,,,,
2007,San Diego,8,Heart Failure,"6,267","2,257,236",277.6,322.1,,,,,,
2008,San Diego,8,Heart Failure,"5,838","2,296,616",254.2,291.9,,,,,,
2009,San Diego,8,Heart Failure,"5,938","2,332,413",254.6,289.9,,,,,,
2010,San Diego,8,Heart Failure,"6,076","2,372,232",256.1,289.6,,,,,,
2011,San Diego,8,Heart Failure,"6,320","2,407,960",262.5,294.3,,,,,,
2012,San Diego,8,Heart Failure,"6,311","2,359,002",267.5,287.2,,,,,,
2013,San Diego,8,Heart Failure,"6,594","2,394,181",275.4,292.6,,,,,,
2014,San Diego,8,Heart Failure,"6,664","2,438,827",273.2,294.7,,,,,,
2015,San Diego,8,Heart Failure,"5,202","1,829,497",284.3,292.1,,,,,,
2016,San Diego,8,Heart Failure,,,,,"7,279","2,578,429",282.3,403.9,,
2017,San Diego,8,Heart Failure,,,,,"7,000","2,594,503",269.8,380.9,,
2018,San Diego,8,Heart Failure,,,,,"7,447","2,613,158",285,397.6,,
2019,San Diego,8,Heart Failure,,,,,"7,836","2,617,719",299.3,411.3,,
2020,San Diego,8,Heart Failure,,,,,"6,069","2,596,212",233.8,321.2,,
2021,San Diego,8,Heart Failure,,,,,"7,148","2,586,078",276.4,375,,
2022,San Diego,8,Heart Failure,,,,,"7,613","2,596,582",293.2,392.9,,
2023,San Diego,8,Heart Failure,,,,,"8,098","2,594,848",312.1,376.2,,
2024,San Diego,8,Heart Failure,,,,,"8,616","2,627,206",328,376.6,,
2005,San Francisco,8,Heart Failure,"2,236","655,221",341.3,367,,,,,,
2006,San Francisco,8,Heart Failure,"2,210","661,295",334.2,360.4,,,,,,
2007,San Francisco,8,Heart Failure,"1,989","670,554",296.6,319.3,,,,,,
2008,San Francisco,8,Heart Failure,"2,181","682,007",319.8,344.6,,,,,,
2009,San Francisco,8,Heart Failure,"2,150","691,485",310.9,334.9,,,,,,
2010,San Francisco,8,Heart Failure,"1,999","694,816",287.7,305.8,,,,,,
2011,San Francisco,8,Heart Failure,"1,865","701,321",265.9,280.5,,,,,,
2012,San Francisco,8,Heart Failure,"1,900","704,143",269.8,281.2,,,,,,
2013,San Francisco,8,Heart Failure,"2,010","712,976",281.9,291.7,,,,,,
2014,San Francisco,8,Heart Failure,"2,063","709,035",291,299.8,,,,,,
2015,San Francisco,8,Heart Failure,"1,683","548,383",306.9,313.9,,,,,,
2016,San Francisco,8,Heart Failure,,,,,"2,247","754,286",297.9,411.8,,
2017,San Francisco,8,Heart Failure,,,,,"2,235","759,469",294.3,403.4,,
2018,San Francisco,8,Heart Failure,,,,,"2,280","761,819",299.3,406.1,,
2019,San Francisco,8,Heart Failure,,,,,"2,214","761,456",290.8,388.8,,
2020,San Francisco,8,Heart Failure,,,,,"2,062","753,211",273.8,362.9,,
2021,San Francisco,8,Heart Failure,,,,,"2,414","698,408",345.6,424.9,,
2022,San Francisco,8,Heart Failure,,,,,"2,309","697,737",330.9,401.6,,
2023,San Francisco,8,Heart Failure,,,,,"2,487","698,599",356,361.3,,
2024,San Francisco,8,Heart Failure,,,,,"2,359","715,769",329.6,349.9,,
2005,San Joaquin,8,Heart Failure,"1,913","458,859",416.9,509.9,,,,,,
2006,San Joaquin,8,Heart Failure,"1,848","463,522",398.7,485.7,,,,,,
2007,San Joaquin,8,Heart Failure,"1,673","468,057",357.4,430,,,,,,
2008,San Joaquin,8,Heart Failure,"1,697","471,774",359.7,427.9,,,,,,
2009,San Joaquin,8,Heart Failure,"1,661","478,055",347.4,408.3,,,,,,
2010,San Joaquin,8,Heart Failure,"1,609","486,701",330.6,384.8,,,,,,
2011,San Joaquin,8,Heart Failure,"1,574","495,680",317.5,366.1,,,,,,
2012,San Joaquin,8,Heart Failure,"1,478","482,094",306.6,336.4,,,,,,
2013,San Joaquin,8,Heart Failure,"1,564","486,694",321.4,347.1,,,,,,
2014,San Joaquin,8,Heart Failure,"1,651","510,294",323.5,363.5,,,,,,
2015,San Joaquin,8,Heart Failure,"1,431","370,942",385.8,400.9,,,,,,
2016,San Joaquin,8,Heart Failure,,,,,"2,054","531,056",386.8,442,,
2017,San Joaquin,8,Heart Failure,,,,,"1,974","539,928",365.6,414.9,,
2018,San Joaquin,8,Heart Failure,,,,,"2,360","548,488",430.3,484.2,,
2019,San Joaquin,8,Heart Failure,,,,,"2,531","557,068",454.3,507.5,,
2020,San Joaquin,8,Heart Failure,,,,,"2,137","572,510",373.3,418.2,,
2021,San Joaquin,8,Heart Failure,,,,,"2,335","580,225",402.4,451.3,,
2022,San Joaquin,8,Heart Failure,,,,,"2,533","586,031",432.2,479.9,,
2023,San Joaquin,8,Heart Failure,,,,,"2,762","593,491",465.4,545.5,,
2024,San Joaquin,8,Heart Failure,,,,,"2,643","609,323",433.8,476,,
2005,San Luis Obispo,8,Heart Failure,469,"203,693",230.2,224.7,,,,,,
2006,San Luis Obispo,8,Heart Failure,562,"205,958",272.9,264.3,,,,,,
2007,San Luis Obispo,8,Heart Failure,494,"208,250",237.2,225.9,,,,,,
2008,San Luis Obispo,8,Heart Failure,435,"211,458",205.7,193.8,,,,,,
2009,San Luis Obispo,8,Heart Failure,466,"213,363",218.4,202.8,,,,,,
2010,San Luis Obispo,8,Heart Failure,453,"215,558",210.2,193.2,,,,,,
2011,San Luis Obispo,8,Heart Failure,525,"216,909",242,218.4,,,,,,
2012,San Luis Obispo,8,Heart Failure,400,"212,867",187.9,163.6,,,,,,
2013,San Luis Obispo,8,Heart Failure,406,"214,971",188.9,161.8,,,,,,
2014,San Luis Obispo,8,Heart Failure,389,"220,837",176.1,153.5,,,,,,
2015,San Luis Obispo,8,Heart Failure,303,"162,048",187,154.1,,,,,,
2016,San Luis Obispo,8,Heart Failure,,,,,423,"231,170",183,209.9,,
2017,San Luis Obispo,8,Heart Failure,,,,,381,"232,214",164.1,185.7,,
2018,San Luis Obispo,8,Heart Failure,,,,,477,"233,392",204.4,228.5,,
2019,San Luis Obispo,8,Heart Failure,,,,,501,"233,238",214.8,236.3,,
2020,San Luis Obispo,8,Heart Failure,,,,,504,"232,664",216.6,237.6,,
2021,San Luis Obispo,8,Heart Failure,,,,,506,"230,595",219.4,235.6,,
2022,San Luis Obispo,8,Heart Failure,,,,,572,"234,072",244.4,260.2,,
2023,San Luis Obispo,8,Heart Failure,,,,,647,"233,172",277.5,240.3,,
2024,San Luis Obispo,8,Heart Failure,,,,,647,"233,591",277,259.1,,
2005,San Mateo,8,Heart Failure,"1,456","535,835",271.7,279.6,,,,,,
2006,San Mateo,8,Heart Failure,"1,418","536,688",264.2,269.6,,,,,,
2007,San Mateo,8,Heart Failure,"1,479","540,450",273.7,276.3,,,,,,
2008,San Mateo,8,Heart Failure,"1,400","548,332",255.3,256.5,,,,,,
2009,San Mateo,8,Heart Failure,"1,308","556,343",235.1,235.1,,,,,,
2010,San Mateo,8,Heart Failure,"1,349","561,671",240.2,237.6,,,,,,
2011,San Mateo,8,Heart Failure,"1,397","567,914",246,240.7,,,,,,
2012,San Mateo,8,Heart Failure,"1,353","563,760",240,227.7,,,,,,
2013,San Mateo,8,Heart Failure,"1,369","572,187",239.3,226,,,,,,
2014,San Mateo,8,Heart Failure,"1,327","567,038",234,219.5,,,,,,
2015,San Mateo,8,Heart Failure,"1,067","438,734",243.2,224.3,,,,,,
2016,San Mateo,8,Heart Failure,,,,,"1,396","606,370",230.2,349.2,,
2017,San Mateo,8,Heart Failure,,,,,"1,427","609,125",234.3,352.1,,
2018,San Mateo,8,Heart Failure,,,,,"1,504","611,107",246.1,365.2,,
2019,San Mateo,8,Heart Failure,,,,,"1,544","610,464",252.9,370,,
2020,San Mateo,8,Heart Failure,,,,,"1,315","610,380",215.4,316.4,,
2021,San Mateo,8,Heart Failure,,,,,"1,510","594,122",254.2,360.9,,
2022,San Mateo,8,Heart Failure,,,,,"1,566","588,683",266,367.7,,
2023,San Mateo,8,Heart Failure,,,,,"1,621","587,135",276.1,321.1,,
2024,San Mateo,8,Heart Failure,,,,,"1,565","602,707",259.7,308.7,,
2005,Santa Barbara,8,Heart Failure,738,"306,606",240.7,252.8,,,,,,
2006,Santa Barbara,8,Heart Failure,722,"307,420",234.9,244.5,,,,,,
2007,Santa Barbara,8,Heart Failure,662,"310,281",213.4,219.6,,,,,,
2008,Santa Barbara,8,Heart Failure,578,"314,006",184.1,187.6,,,,,,
2009,Santa Barbara,8,Heart Failure,661,"317,734",208,211,,,,,,
2010,Santa Barbara,8,Heart Failure,649,"321,346",202,203.9,,,,,,
2011,Santa Barbara,8,Heart Failure,537,"323,344",166.1,166.1,,,,,,
2012,Santa Barbara,8,Heart Failure,502,"314,909",159.4,152.5,,,,,,
2013,Santa Barbara,8,Heart Failure,595,"319,459",186.3,176.7,,,,,,
2014,Santa Barbara,8,Heart Failure,612,"324,453",188.6,181.7,,,,,,
2015,Santa Barbara,8,Heart Failure,444,"241,070",184.2,169.3,,,,,,
2016,Santa Barbara,8,Heart Failure,,,,,672,"344,335",195.2,259.9,,
2017,Santa Barbara,8,Heart Failure,,,,,742,"345,601",214.7,283.2,,
2018,Santa Barbara,8,Heart Failure,,,,,687,"346,132",198.5,259.2,,
2019,Santa Barbara,8,Heart Failure,,,,,786,"346,808",226.6,292.6,,
2020,Santa Barbara,8,Heart Failure,,,,,675,"349,310",193.2,247.9,,
2021,Santa Barbara,8,Heart Failure,,,,,687,"339,478",202.4,251.1,,
2022,Santa Barbara,8,Heart Failure,,,,,753,"346,432",217.4,271.8,,
2023,Santa Barbara,8,Heart Failure,,,,,761,"343,138",221.8,194.1,,
2024,Santa Barbara,8,Heart Failure,,,,,750,"345,931",216.8,200.8,,
2005,Santa Clara,8,Heart Failure,"3,166","1,267,009",249.9,313.8,,,,,,
2006,Santa Clara,8,Heart Failure,"3,330","1,280,352",260.1,322,,,,,,
2007,Santa Clara,8,Heart Failure,"3,105","1,297,418",239.3,291.8,,,,,,
2008,Santa Clara,8,Heart Failure,"3,194","1,319,407",242.1,291.4,,,,,,
2009,Santa Clara,8,Heart Failure,"2,965","1,339,490",221.4,262.5,,,,,,
2010,Santa Clara,8,Heart Failure,"3,058","1,357,407",225.3,262.8,,,,,,
2011,Santa Clara,8,Heart Failure,"3,075","1,377,352",223.3,255.6,,,,,,
2012,Santa Clara,8,Heart Failure,"2,949","1,358,776",217,238.3,,,,,,
2013,Santa Clara,8,Heart Failure,"3,220","1,383,328",232.8,251.9,,,,,,
2014,Santa Clara,8,Heart Failure,"3,162","1,385,342",228.2,247.2,,,,,,
2015,Santa Clara,8,Heart Failure,"2,568","1,063,381",241.5,251.8,,,,,,
2016,Santa Clara,8,Heart Failure,,,,,"3,866","1,493,296",258.9,444.2,,
2017,Santa Clara,8,Heart Failure,,,,,"4,176","1,501,944",278,470.2,,
2018,Santa Clara,8,Heart Failure,,,,,"4,092","1,508,214",271.3,452.2,,
2019,Santa Clara,8,Heart Failure,,,,,"4,287","1,507,624",284.4,466.1,,
2020,Santa Clara,8,Heart Failure,,,,,"3,582","1,520,713",235.5,387,,
2021,Santa Clara,8,Heart Failure,,,,,"4,014","1,493,505",268.8,429.3,,
2022,Santa Clara,8,Heart Failure,,,,,"4,346","1,490,785",291.5,457.2,,
2023,Santa Clara,8,Heart Failure,,,,,"4,631","1,503,217",308.1,409.1,,
2024,Santa Clara,8,Heart Failure,,,,,"4,388","1,552,491",282.6,362.7,,
2005,Santa Cruz,8,Heart Failure,466,"193,146",241.3,290,,,,,,
2006,Santa Cruz,8,Heart Failure,586,"193,902",302.2,358.9,,,,,,
2007,Santa Cruz,8,Heart Failure,532,"195,548",272.1,317,,,,,,
2008,Santa Cruz,8,Heart Failure,506,"198,374",255.1,293.4,,,,,,
2009,Santa Cruz,8,Heart Failure,501,"201,450",248.7,282.7,,,,,,
2010,Santa Cruz,8,Heart Failure,471,"204,227",230.6,260.4,,,,,,
2011,Santa Cruz,8,Heart Failure,423,"205,429",205.9,227.7,,,,,,
2012,Santa Cruz,8,Heart Failure,430,"200,670",214.3,227.9,,,,,,
2013,Santa Cruz,8,Heart Failure,470,"203,323",231.2,241.4,,,,,,
2014,Santa Cruz,8,Heart Failure,451,"204,815",220.2,232.6,,,,,,
2015,Santa Cruz,8,Heart Failure,390,"153,534",254,254.2,,,,,,
2016,Santa Cruz,8,Heart Failure,,,,,478,"220,533",216.7,292.3,,
2017,Santa Cruz,8,Heart Failure,,,,,558,"221,467",252,333.9,,
2018,Santa Cruz,8,Heart Failure,,,,,533,"221,191",241,312.4,,
2019,Santa Cruz,8,Heart Failure,,,,,538,"221,177",243.2,308.3,,
2020,Santa Cruz,8,Heart Failure,,,,,389,"219,748",177,221.4,,
2021,Santa Cruz,8,Heart Failure,,,,,423,"211,376",200.1,237.2,,
2022,Santa Cruz,8,Heart Failure,,,,,457,"216,642",210.9,251.1,,
2023,Santa Cruz,8,Heart Failure,,,,,597,"214,446",278.4,304.9,,
2024,Santa Cruz,8,Heart Failure,,,,,496,"216,210",229.4,214.5,,
2005,Shasta,8,Heart Failure,480,"133,597",359.3,324.8,,,,,,
2006,Shasta,8,Heart Failure,480,"134,702",356.3,320.3,,,,,,
2007,Shasta,8,Heart Failure,473,"135,409",349.3,310.6,,,,,,
2008,Shasta,8,Heart Failure,514,"136,355",377,331.9,,,,,,
2009,Shasta,8,Heart Failure,433,"137,066",315.9,274.7,,,,,,
2010,Shasta,8,Heart Failure,532,"137,755",386.2,330.6,,,,,,
2011,Shasta,8,Heart Failure,541,"138,865",389.6,330.7,,,,,,
2012,Shasta,8,Heart Failure,574,"137,373",417.8,342.7,,,,,,
2013,Shasta,8,Heart Failure,661,"138,135",478.5,387.8,,,,,,
2014,Shasta,8,Heart Failure,639,"142,262",449.2,369.7,,,,,,
2015,Shasta,8,Heart Failure,516,"104,057",495.9,388.6,,,,,,
2016,Shasta,8,Heart Failure,,,,,741,"139,962",529.4,452.6,,
2017,Shasta,8,Heart Failure,,,,,804,"140,641",571.7,485.6,,
2018,Shasta,8,Heart Failure,,,,,652,"141,047",462.3,389,,
2019,Shasta,8,Heart Failure,,,,,700,"140,906",496.8,415.7,,
2020,Shasta,8,Heart Failure,,,,,673,"142,704",471.6,394.8,,
2021,Shasta,8,Heart Failure,,,,,570,"142,767",399.3,334.3,,
2022,Shasta,8,Heart Failure,,,,,603,"142,098",424.4,351.2,,
2023,Shasta,8,Heart Failure,,,,,738,"141,553",521.4,400,,
2024,Shasta,8,Heart Failure,,,,,774,"142,665",542.5,428.7,,
2005,Sierra,8,Heart Failure,6,"2,724",220.3,174.8,,,,,,
2006,Sierra,8,Heart Failure,2,"2,774",72.1,58.5,,,,,,
2007,Sierra,8,Heart Failure,10,"2,756",362.8,293.6,,,,,,
2008,Sierra,8,Heart Failure,6,"2,742",218.8,177.2,,,,,,
2009,Sierra,8,Heart Failure,5,"2,687",186.1,144.4,,,,,,
2010,Sierra,8,Heart Failure,9,"2,692",334.3,260.7,,,,,,
2011,Sierra,8,Heart Failure,6,"2,613",229.6,176,,,,,,
2012,Sierra,8,Heart Failure,2,"4,609",43.4,55.5,,,,,,
2013,Sierra,8,Heart Failure,4,"4,566",87.6,108.2,,,,,,
2014,Sierra,8,Heart Failure,1,"3,692",27.1,28.2,,,,,,
2015,Sierra,8,Heart Failure,0,"4,137",0,0,,,,,,
2016,Sierra,8,Heart Failure,,,,,2,"2,485",80.5,68,,
2017,Sierra,8,Heart Failure,,,,,8,"2,518",317.7,263.2,,
2018,Sierra,8,Heart Failure,,,,,1,"2,471",40.5,33.2,,
2019,Sierra,8,Heart Failure,,,,,3,"2,459",122,97.6,,
2020,Sierra,8,Heart Failure,,,,,1,"2,680",37.3,30.4,,
2021,Sierra,8,Heart Failure,,,,,1,"2,736",36.5,29.3,,
2022,Sierra,8,Heart Failure,,,,,7,"2,684",260.8,200.7,,
2023,Sierra,8,Heart Failure,,,,,3,"2,670",112.4,75.2,,
2024,Sierra,8,Heart Failure,,,,,2,"2,642",75.7,52.1,,
2005,Siskiyou,8,Heart Failure,119,"35,143",338.6,269.4,,,,,,
2006,Siskiyou,8,Heart Failure,132,"35,080",376.3,296.9,,,,,,
2007,Siskiyou,8,Heart Failure,113,"35,195",321.1,249.6,,,,,,
2008,Siskiyou,8,Heart Failure,92,"35,541",258.9,200.7,,,,,,
2009,Siskiyou,8,Heart Failure,104,"35,511",292.9,224.7,,,,,,
2010,Siskiyou,8,Heart Failure,87,"35,719",243.6,186.2,,,,,,
2011,Siskiyou,8,Heart Failure,77,"35,459",217.2,163.2,,,,,,
2012,Siskiyou,8,Heart Failure,61,"36,324",167.9,128.8,,,,,,
2013,Siskiyou,8,Heart Failure,86,"36,015",238.8,180.5,,,,,,
2014,Siskiyou,8,Heart Failure,61,"36,411",167.5,125.7,,,,,,
2015,Siskiyou,8,Heart Failure,49,"27,121",180.7,134.6,,,,,,
2016,Siskiyou,8,Heart Failure,,,,,86,"34,523",249.1,189.9,,
2017,Siskiyou,8,Heart Failure,,,,,83,"34,738",238.9,181.5,,
2018,Siskiyou,8,Heart Failure,,,,,75,"34,764",215.7,161.3,,
2019,Siskiyou,8,Heart Failure,,,,,83,"34,876",238,175.1,,
2020,Siskiyou,8,Heart Failure,,,,,67,"35,063",191.1,139.7,,
2021,Siskiyou,8,Heart Failure,,,,,85,"35,175",241.6,175,,
2022,Siskiyou,8,Heart Failure,,,,,65,"34,974",185.9,132,,
2023,Siskiyou,8,Heart Failure,,,,,67,"34,437",194.6,113,,
2024,Siskiyou,8,Heart Failure,,,,,96,"34,284",280,178.1,,
2005,Solano,8,Heart Failure,"1,098","301,678",364,453.6,,,,,,
2006,Solano,8,Heart Failure,"1,164","303,214",383.9,469.9,,,,,,
2007,Solano,8,Heart Failure,982,"304,287",322.7,387,,,,,,
2008,Solano,8,Heart Failure,878,"306,167",286.8,337.2,,,,,,
2009,Solano,8,Heart Failure,849,"308,635",275.1,317.1,,,,,,
2010,Solano,8,Heart Failure,"1,001","313,165",319.6,362.2,,,,,,
2011,Solano,8,Heart Failure,884,"316,734",279.1,313,,,,,,
2012,Solano,8,Heart Failure,812,"312,400",259.9,278.9,,,,,,
2013,Solano,8,Heart Failure,930,"317,212",293.2,308.2,,,,,,
2014,Solano,8,Heart Failure,956,"320,144",298.6,316,,,,,,
2015,Solano,8,Heart Failure,740,"242,676",304.9,307.3,,,,,,
2016,Solano,8,Heart Failure,,,,,"1,125","339,769",331.1,437.7,,
2017,Solano,8,Heart Failure,,,,,"1,114","344,415",323.4,420.9,,
2018,Solano,8,Heart Failure,,,,,"1,168","347,091",336.5,430.2,,
2019,Solano,8,Heart Failure,,,,,"1,212","348,999",347.3,436.2,,
2020,Solano,8,Heart Failure,,,,,"1,080","353,295",305.7,383.8,,
2021,Solano,8,Heart Failure,,,,,"1,193","352,161",338.8,419.2,,
2022,Solano,8,Heart Failure,,,,,"1,144","351,591",325.4,392.9,,
2023,Solano,8,Heart Failure,,,,,"1,279","351,690",363.7,428.4,,
2024,Solano,8,Heart Failure,,,,,"1,120","357,585",313.2,350.1,,
2005,Sonoma,8,Heart Failure,848,"358,116",236.8,236.9,,,,,,
2006,Sonoma,8,Heart Failure,862,"358,614",240.4,237.8,,,,,,
2007,Sonoma,8,Heart Failure,817,"361,223",226.2,220.5,,,,,,
2008,Sonoma,8,Heart Failure,707,"366,471",192.9,185.9,,,,,,
2009,Sonoma,8,Heart Failure,716,"372,373",192.3,183.6,,,,,,
2010,Sonoma,8,Heart Failure,748,"377,723",198,187.7,,,,,,
2011,Sonoma,8,Heart Failure,786,"381,767",205.9,192.4,,,,,,
2012,Sonoma,8,Heart Failure,780,"375,444",207.8,186.5,,,,,,
2013,Sonoma,8,Heart Failure,771,"380,676",202.5,179.1,,,,,,
2014,Sonoma,8,Heart Failure,778,"383,621",202.8,181.6,,,,,,
2015,Sonoma,8,Heart Failure,622,"289,219",215.1,183.5,,,,,,
2016,Sonoma,8,Heart Failure,,,,,846,"401,275",210.8,260.9,,
2017,Sonoma,8,Heart Failure,,,,,925,"402,493",229.8,279.5,,
2018,Sonoma,8,Heart Failure,,,,,942,"399,482",235.8,281.8,,
2019,Sonoma,8,Heart Failure,,,,,"1,107","396,825",279,325.9,,
2020,Sonoma,8,Heart Failure,,,,,929,"393,987",235.8,277.1,,
2021,Sonoma,8,Heart Failure,,,,,"1,031","392,214",262.9,303.6,,
2022,Sonoma,8,Heart Failure,,,,,"1,268","392,503",323.1,366,,
2023,Sonoma,8,Heart Failure,,,,,"1,420","391,558",362.7,374,,
2024,Sonoma,8,Heart Failure,,,,,"1,267","395,970",320,314.2,,
2005,Stanislaus,8,Heart Failure,"1,302","351,584",370.3,449.9,,,,,,
2006,Stanislaus,8,Heart Failure,"1,402","355,891",393.9,477.8,,,,,,
2007,Stanislaus,8,Heart Failure,"1,332","358,840",371.2,446,,,,,,
2008,Stanislaus,8,Heart Failure,"1,318","360,777",365.3,432.9,,,,,,
2009,Stanislaus,8,Heart Failure,"1,338","363,949",367.6,430.3,,,,,,
2010,Stanislaus,8,Heart Failure,"1,306","368,478",354.4,410.3,,,,,,
2011,Stanislaus,8,Heart Failure,"1,164","372,845",312.2,357.4,,,,,,
2012,Stanislaus,8,Heart Failure,"1,150","362,639",317.1,346.3,,,,,,
2013,Stanislaus,8,Heart Failure,"1,261","367,108",343.5,369.5,,,,,,
2014,Stanislaus,8,Heart Failure,"1,246","381,811",326.3,362.7,,,,,,
2015,Stanislaus,8,Heart Failure,"1,104","278,069",397,408.9,,,,,,
2016,Stanislaus,8,Heart Failure,,,,,"1,504","391,725",383.9,472.7,,
2017,Stanislaus,8,Heart Failure,,,,,"1,449","396,063",365.9,447.7,,
2018,Stanislaus,8,Heart Failure,,,,,"1,647","399,095",412.7,499.4,,
2019,Stanislaus,8,Heart Failure,,,,,"1,839","401,158",458.4,548.9,,
2020,Stanislaus,8,Heart Failure,,,,,"1,614","404,571",398.9,479,,
2021,Stanislaus,8,Heart Failure,,,,,"1,804","405,579",444.8,534.3,,
2022,Stanislaus,8,Heart Failure,,,,,"1,805","405,382",445.3,529.8,,
2023,Stanislaus,8,Heart Failure,,,,,"2,133","405,599",525.9,530.3,,
2024,Stanislaus,8,Heart Failure,,,,,"1,882","412,240",456.5,456.8,,
2005,STATEWIDE,8,Heart Failure,"88,794","26,447,743",335.7,400,,,,,,
2006,STATEWIDE,8,Heart Failure,"88,007","26,679,904",329.9,390.1,,,,,,
2007,STATEWIDE,8,Heart Failure,"83,903","26,935,984",311.5,363.6,,,,,,
2008,STATEWIDE,8,Heart Failure,"80,509","27,272,109",295.2,340.6,,,,,,
2009,STATEWIDE,8,Heart Failure,"80,208","27,630,961",290.3,331.1,,,,,,
2010,STATEWIDE,8,Heart Failure,"81,422","28,000,782",290.8,327.9,,,,,,
2011,STATEWIDE,8,Heart Failure,"80,481","28,396,861",283.4,315.5,,,,,,
2012,STATEWIDE,8,Heart Failure,"76,790","27,818,704",276,293.9,,,,,,
2013,STATEWIDE,8,Heart Failure,"78,834","28,195,720",279.6,293.7,,,,,,
2014,STATEWIDE,8,Heart Failure,"78,209","28,842,370",271.2,289.9,,,,,,
2015,STATEWIDE,8,Heart Failure,"64,351","21,475,302",299.7,303.1,,,,,,
2016,STATEWIDE,8,Heart Failure,,,,,"90,638","30,060,645",301.5,381.8,,
2017,STATEWIDE,8,Heart Failure,,,,,"94,056","30,287,696",310.5,388.1,,
2018,STATEWIDE,8,Heart Failure,,,,,"97,505","30,462,990",320.1,394.6,,
2019,STATEWIDE,8,Heart Failure,,,,,"102,446","30,556,524",335.3,407.1,,
2020,STATEWIDE,8,Heart Failure,,,,,"85,364","30,683,415",278.2,338,,
2021,STATEWIDE,8,Heart Failure,,,,,"94,144","30,490,123",308.8,369.4,,
2022,STATEWIDE,8,Heart Failure,,,,,"98,502","30,523,318",322.7,380.7,,
2023,STATEWIDE,8,Heart Failure,,,,,"107,948","30,519,529",353.7,370.9,,
2024,STATEWIDE,8,Heart Failure,,,,,"107,253","31,012,714",345.8,363.9,,
2005,Sutter,8,Heart Failure,230,"64,008",359.3,397.9,,,,,,
2006,Sutter,8,Heart Failure,240,"65,772",364.9,405.4,,,,,,
2007,Sutter,8,Heart Failure,178,"67,100",265.3,292.9,,,,,,
2008,Sutter,8,Heart Failure,182,"67,885",268.1,289,,,,,,
2009,Sutter,8,Heart Failure,233,"68,389",340.7,361.8,,,,,,
2010,Sutter,8,Heart Failure,260,"68,807",377.9,393.7,,,,,,
2011,Sutter,8,Heart Failure,203,"69,305",292.9,300.1,,,,,,
2012,Sutter,8,Heart Failure,205,"68,806",297.9,298.6,,,,,,
2013,Sutter,8,Heart Failure,242,"69,609",347.7,343.1,,,,,,
2014,Sutter,8,Heart Failure,226,"72,717",310.8,315.5,,,,,,
2015,Sutter,8,Heart Failure,204,"52,739",386.8,363.4,,,,,,
2016,Sutter,8,Heart Failure,,,,,296,"70,467",420.1,508.9,,
2017,Sutter,8,Heart Failure,,,,,335,"71,036",471.6,567.7,,
2018,Sutter,8,Heart Failure,,,,,361,"71,394",505.6,600.5,,
2019,Sutter,8,Heart Failure,,,,,358,"72,003",497.2,585.2,,
2020,Sutter,8,Heart Failure,,,,,356,"74,112",480.4,569.4,,
2021,Sutter,8,Heart Failure,,,,,416,"74,020",562,661.3,,
2022,Sutter,8,Heart Failure,,,,,404,"73,900",546.7,638.1,,
2023,Sutter,8,Heart Failure,,,,,429,"73,657",582.4,489.9,,
2024,Sutter,8,Heart Failure,,,,,429,"74,387",576.7,513.7,,
2005,Tehama,8,Heart Failure,160,"44,895",356.4,322.1,,,,,,
2006,Tehama,8,Heart Failure,132,"45,563",289.7,263.2,,,,,,
2007,Tehama,8,Heart Failure,161,"46,078",349.4,317.6,,,,,,
2008,Tehama,8,Heart Failure,161,"46,523",346.1,315.2,,,,,,
2009,Tehama,8,Heart Failure,146,"46,816",311.9,281.7,,,,,,
2010,Tehama,8,Heart Failure,126,"47,599",264.7,238.3,,,,,,
2011,Tehama,8,Heart Failure,141,"47,875",294.5,258.8,,,,,,
2012,Tehama,8,Heart Failure,133,"48,301",275.4,241.8,,,,,,
2013,Tehama,8,Heart Failure,134,"48,413",276.8,239.4,,,,,,
2014,Tehama,8,Heart Failure,152,"49,807",305.2,270,,,,,,
2015,Tehama,8,Heart Failure,132,"36,663",360,304.8,,,,,,
2016,Tehama,8,Heart Failure,,,,,160,"48,263",331.5,311.6,,
2017,Tehama,8,Heart Failure,,,,,179,"48,526",368.9,342.1,,
2018,Tehama,8,Heart Failure,,,,,215,"48,597",442.4,406.9,,
