Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc,count,population,obs_rate,risk_adj_rate,outcome_rate,county_upper,fips5
2024,San Bernardino,5,COPD or Asthma in Older Adults (Age 40+),,,,,1472.0,955172.0,154.1,150.3,,,1472.0,955172.0,154.1,150.3,150.3,SAN BERNARDINO,06071
2005,San Diego,5,COPD or Asthma in Older Adults (Age 40+),3886.0,1216911.0,319.3,339.1,,,,,,,3886.0,1216911.0,319.3,339.1,339.1,SAN DIEGO,06073
2006,San Diego,5,COPD or Asthma in Older Adults (Age 40+),3577.0,1229005.0,291.0,308.6,,,,,,,3577.0,1229005.0,291.0,308.6,308.6,SAN DIEGO,06073
2007,San Diego,5,COPD or Asthma in Older Adults (Age 40+),3965.0,1248741.0,317.5,334.9,,,,,,,3965.0,1248741.0,317.5,334.9,334.9,SAN DIEGO,06073
2008,San Diego,5,COPD or Asthma in Older Adults (Age 40+),4504.0,1274078.0,353.5,370.8,,,,,,,4504.0,1274078.0,353.5,370.8,370.8,SAN DIEGO,06073
2009,San Diego,5,COPD or Asthma in Older Adults (Age 40+),4459.0,1299770.0,343.1,358.5,,,,,,,4459.0,1299770.0,343.1,358.5,358.5,SAN DIEGO,06073
2010,San Diego,5,COPD or Asthma in Older Adults (Age 40+),4394.0,1327723.0,330.9,344.8,,,,,,,4394.0,1327723.0,330.9,344.8,344.8,SAN DIEGO,06073
2011,San Diego,5,COPD or Asthma in Older Adults (Age 40+),4296.0,1352544.0,317.6,329.5,,,,,,,4296.0,1352544.0,317.6,329.5,329.5,SAN DIEGO,06073
2012,San Diego,5,COPD or Asthma in Older Adults (Age 40+),4053.0,1374634.0,294.8,303.1,,,,,,,4053.0,1374634.0,294.8,303.1,303.1,SAN DIEGO,06073
2013,San Diego,5,COPD or Asthma in Older Adults (Age 40+),4154.0,1396862.0,297.4,302.6,,,,,,,4154.0,1396862.0,297.4,302.6,302.6,SAN DIEGO,06073
2014,San Diego,5,COPD or Asthma in Older Adults (Age 40+),3689.0,1413772.0,260.9,268.9,,,,,,,3689.0,1413772.0,260.9,268.9,268.9,SAN DIEGO,06073
2015,San Diego,5,COPD or Asthma in Older Adults (Age 40+),2868.0,1088242.0,263.5,264.0,,,,,,,2868.0,1088242.0,263.5,264.0,264.0,SAN DIEGO,06073
2016,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,3570.0,1451870.0,245.9,376.8,,,3570.0,1451870.0,245.9,376.8,376.8,SAN DIEGO,06073
2017,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,3695.0,1467239.0,251.8,382.4,,,3695.0,1467239.0,251.8,382.4,382.4,SAN DIEGO,06073
2018,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,2918.0,1481094.0,197.0,296.4,,,2918.0,1481094.0,197.0,296.4,296.4,SAN DIEGO,06073
2019,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,2855.0,1491888.0,191.4,285.4,,,2855.0,1491888.0,191.4,285.4,285.4,SAN DIEGO,06073
2020,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,1801.0,1485437.0,121.2,181.3,,,1801.0,1485437.0,121.2,181.3,181.3,SAN DIEGO,06073
2021,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,1616.0,1493139.0,108.2,161.0,,,1616.0,1493139.0,108.2,161.0,161.0,SAN DIEGO,06073
2022,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,1963.0,1500979.0,130.8,193.1,,,1963.0,1500979.0,130.8,193.1,193.1,SAN DIEGO,06073
2023,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,1997.0,1514720.0,131.8,159.1,,,1997.0,1514720.0,131.8,159.1,159.1,SAN DIEGO,06073
2024,San Diego,5,COPD or Asthma in Older Adults (Age 40+),,,,,2216.0,1536171.0,144.3,167.0,,,2216.0,1536171.0,144.3,167.0,167.0,SAN DIEGO,06073
2005,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1116.0,357352.0,312.3,313.3,,,,,,,1116.0,357352.0,312.3,313.3,313.3,SAN FRANCISCO,06075
2006,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1115.0,360603.0,309.2,311.3,,,,,,,1115.0,360603.0,309.2,311.3,311.3,SAN FRANCISCO,06075
2007,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1047.0,365433.0,286.5,288.5,,,,,,,1047.0,365433.0,286.5,288.5,288.5,SAN FRANCISCO,06075
2008,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1192.0,371282.0,321.0,323.7,,,,,,,1192.0,371282.0,321.0,323.7,323.7,SAN FRANCISCO,06075
2009,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1220.0,377038.0,323.6,326.8,,,,,,,1220.0,377038.0,323.6,326.8,326.8,SAN FRANCISCO,06075
2010,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1223.0,382039.0,320.1,323.0,,,,,,,1223.0,382039.0,320.1,323.0,323.0,SAN FRANCISCO,06075
2011,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1292.0,388325.0,332.7,336.0,,,,,,,1292.0,388325.0,332.7,336.0,336.0,SAN FRANCISCO,06075
2012,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1214.0,395863.0,306.7,310.1,,,,,,,1214.0,395863.0,306.7,310.1,310.1,SAN FRANCISCO,06075
2013,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1162.0,401215.0,289.6,291.3,,,,,,,1162.0,401215.0,289.6,291.3,291.3,SAN FRANCISCO,06075
2014,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1054.0,401499.0,262.5,265.2,,,,,,,1054.0,401499.0,262.5,265.2,265.2,SAN FRANCISCO,06075
2015,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),855.0,311071.0,274.9,275.2,,,,,,,855.0,311071.0,274.9,275.2,275.2,SAN FRANCISCO,06075
2016,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,1155.0,411930.0,280.4,428.2,,,1155.0,411930.0,280.4,428.2,428.2,SAN FRANCISCO,06075
2017,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,1181.0,413778.0,285.4,432.2,,,1181.0,413778.0,285.4,432.2,432.2,SAN FRANCISCO,06075
2018,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,910.0,414835.0,219.4,329.2,,,910.0,414835.0,219.4,329.2,329.2,SAN FRANCISCO,06075
2019,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,945.0,415423.0,227.5,338.1,,,945.0,415423.0,227.5,338.1,338.1,SAN FRANCISCO,06075
2020,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,669.0,418498.0,159.9,238.8,,,669.0,418498.0,159.9,238.8,238.8,SAN FRANCISCO,06075
2021,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,568.0,412146.0,137.8,202.6,,,568.0,412146.0,137.8,202.6,202.6,SAN FRANCISCO,06075
2022,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,513.0,410860.0,124.9,181.6,,,513.0,410860.0,124.9,181.6,181.6,SAN FRANCISCO,06075
2023,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,673.0,412930.0,163.0,162.8,,,673.0,412930.0,163.0,162.8,162.8,SAN FRANCISCO,06075
2024,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),,,,,689.0,418756.0,164.5,188.1,,,689.0,418756.0,164.5,188.1,188.1,SAN FRANCISCO,06075
2005,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1397.0,254966.0,547.9,597.4,,,,,,,1397.0,254966.0,547.9,597.4,597.4,SAN JOAQUIN,06077
2006,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1288.0,258731.0,497.8,542.7,,,,,,,1288.0,258731.0,497.8,542.7,542.7,SAN JOAQUIN,06077
2007,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1213.0,262852.0,461.5,500.6,,,,,,,1213.0,262852.0,461.5,500.6,500.6,SAN JOAQUIN,06077
2008,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1433.0,266933.0,536.8,579.5,,,,,,,1433.0,266933.0,536.8,579.5,579.5,SAN JOAQUIN,06077
2009,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1441.0,272428.0,528.9,567.4,,,,,,,1441.0,272428.0,528.9,567.4,567.4,SAN JOAQUIN,06077
2010,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1380.0,278973.0,494.7,528.4,,,,,,,1380.0,278973.0,494.7,528.4,528.4,SAN JOAQUIN,06077
2011,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1322.0,284922.0,464.0,492.6,,,,,,,1322.0,284922.0,464.0,492.6,492.6,SAN JOAQUIN,06077
2012,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1329.0,289565.0,459.0,483.0,,,,,,,1329.0,289565.0,459.0,483.0,483.0,SAN JOAQUIN,06077
2013,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),1157.0,293543.0,394.2,409.8,,,,,,,1157.0,293543.0,394.2,409.8,409.8,SAN JOAQUIN,06077
2014,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),997.0,302366.0,329.7,349.5,,,,,,,997.0,302366.0,329.7,349.5,349.5,SAN JOAQUIN,06077
2015,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),725.0,229041.0,316.5,323.8,,,,,,,725.0,229041.0,316.5,323.8,323.8,SAN JOAQUIN,06077
2016,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,976.0,308564.0,316.3,394.9,,,976.0,308564.0,316.3,394.9,394.9,SAN JOAQUIN,06077
2017,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,1025.0,313699.0,326.7,404.5,,,1025.0,313699.0,326.7,404.5,404.5,SAN JOAQUIN,06077
2018,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,915.0,318795.0,287.0,352.8,,,915.0,318795.0,287.0,352.8,352.8,SAN JOAQUIN,06077
2019,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,883.0,324197.0,272.4,332.9,,,883.0,324197.0,272.4,332.9,332.9,SAN JOAQUIN,06077
2020,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,524.0,334099.0,156.8,192.8,,,524.0,334099.0,156.8,192.8,192.8,SAN JOAQUIN,06077
2021,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,408.0,338653.0,120.5,148.0,,,408.0,338653.0,120.5,148.0,148.0,SAN JOAQUIN,06077
2022,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,510.0,343834.0,148.3,181.8,,,510.0,343834.0,148.3,181.8,181.8,SAN JOAQUIN,06077
2023,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,502.0,351754.0,142.7,150.8,,,502.0,351754.0,142.7,150.8,150.8,SAN JOAQUIN,06077
2024,San Joaquin,5,COPD or Asthma in Older Adults (Age 40+),,,,,500.0,360524.0,138.7,134.2,,,500.0,360524.0,138.7,134.2,134.2,SAN JOAQUIN,06077
2005,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),281.0,124265.0,226.1,224.8,,,,,,,281.0,124265.0,226.1,224.8,224.8,SAN LUIS OBISPO,06079
2006,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),230.0,125669.0,183.0,180.8,,,,,,,230.0,125669.0,183.0,180.8,180.8,SAN LUIS OBISPO,06079
2007,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),302.0,127600.0,236.7,231.9,,,,,,,302.0,127600.0,236.7,231.9,231.9,SAN LUIS OBISPO,06079
2008,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),308.0,129612.0,237.6,230.9,,,,,,,308.0,129612.0,237.6,230.9,230.9,SAN LUIS OBISPO,06079
2009,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),331.0,131342.0,252.0,242.6,,,,,,,331.0,131342.0,252.0,242.6,242.6,SAN LUIS OBISPO,06079
2010,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),327.0,133378.0,245.2,235.0,,,,,,,327.0,133378.0,245.2,235.0,235.0,SAN LUIS OBISPO,06079
2011,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),304.0,133634.0,227.5,214.7,,,,,,,304.0,133634.0,227.5,214.7,214.7,SAN LUIS OBISPO,06079
2012,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),266.0,135118.0,196.9,183.8,,,,,,,266.0,135118.0,196.9,183.8,183.8,SAN LUIS OBISPO,06079
2013,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),283.0,136316.0,207.6,190.6,,,,,,,283.0,136316.0,207.6,190.6,190.6,SAN LUIS OBISPO,06079
2014,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),258.0,139202.0,185.3,172.6,,,,,,,258.0,139202.0,185.3,172.6,172.6,SAN LUIS OBISPO,06079
2015,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),209.0,103694.0,201.6,179.9,,,,,,,209.0,103694.0,201.6,179.9,179.9,SAN LUIS OBISPO,06079
2016,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,326.0,139040.0,234.5,295.5,,,326.0,139040.0,234.5,295.5,295.5,SAN LUIS OBISPO,06079
2017,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,394.0,140158.0,281.1,350.6,,,394.0,140158.0,281.1,350.6,350.6,SAN LUIS OBISPO,06079
2018,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,304.0,141049.0,215.5,266.1,,,304.0,141049.0,215.5,266.1,266.1,SAN LUIS OBISPO,06079
2019,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,209.0,141575.0,147.6,180.5,,,209.0,141575.0,147.6,180.5,180.5,SAN LUIS OBISPO,06079
2020,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,141.0,141243.0,99.8,122.0,,,141.0,141243.0,99.8,122.0,122.0,SAN LUIS OBISPO,06079
2021,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,85.0,142061.0,59.8,72.7,,,85.0,142061.0,59.8,72.7,72.7,SAN LUIS OBISPO,06079
2022,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,137.0,143159.0,95.7,115.3,,,137.0,143159.0,95.7,115.3,115.3,SAN LUIS OBISPO,06079
2023,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,128.0,143773.0,89.0,77.0,,,128.0,143773.0,89.0,77.0,77.0,SAN LUIS OBISPO,06079
2024,San Luis Obispo,5,COPD or Asthma in Older Adults (Age 40+),,,,,79.0,143765.0,55.0,48.6,,,79.0,143765.0,55.0,48.6,48.6,SAN LUIS OBISPO,06079
2005,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),856.0,327494.0,261.4,271.3,,,,,,,856.0,327494.0,261.4,271.3,271.3,SAN MATEO,06081
2006,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),769.0,330183.0,232.9,241.8,,,,,,,769.0,330183.0,232.9,241.8,241.8,SAN MATEO,06081
2007,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),749.0,334404.0,224.0,231.7,,,,,,,749.0,334404.0,224.0,231.7,231.7,SAN MATEO,06081
2008,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),828.0,340016.0,243.5,251.1,,,,,,,828.0,340016.0,243.5,251.1,251.1,SAN MATEO,06081
2009,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),787.0,346247.0,227.3,233.7,,,,,,,787.0,346247.0,227.3,233.7,233.7,SAN MATEO,06081
2010,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),773.0,352415.0,219.3,224.9,,,,,,,773.0,352415.0,219.3,224.9,224.9,SAN MATEO,06081
2011,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),686.0,358100.0,191.6,195.7,,,,,,,686.0,358100.0,191.6,195.7,195.7,SAN MATEO,06081
2012,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),702.0,365269.0,192.2,195.0,,,,,,,702.0,365269.0,192.2,195.0,195.0,SAN MATEO,06081
2013,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),717.0,370275.0,193.6,195.1,,,,,,,717.0,370275.0,193.6,195.1,195.1,SAN MATEO,06081
2014,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),560.0,369871.0,151.4,153.4,,,,,,,560.0,369871.0,151.4,153.4,153.4,SAN MATEO,06081
2015,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),518.0,287399.0,180.2,179.3,,,,,,,518.0,287399.0,180.2,179.3,179.3,SAN MATEO,06081
2016,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,523.0,379889.0,137.7,293.5,,,523.0,379889.0,137.7,293.5,293.5,SAN MATEO,06081
2017,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,539.0,381058.0,141.4,298.7,,,539.0,381058.0,141.4,298.7,298.7,SAN MATEO,06081
2018,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,410.0,382286.0,107.2,224.3,,,410.0,382286.0,107.2,224.3,224.3,SAN MATEO,06081
2019,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,388.0,381989.0,101.6,210.2,,,388.0,381989.0,101.6,210.2,210.2,SAN MATEO,06081
2020,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,261.0,382400.0,68.3,141.6,,,261.0,382400.0,68.3,141.6,141.6,SAN MATEO,06081
2021,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,201.0,378901.0,53.0,108.6,,,201.0,378901.0,53.0,108.6,108.6,SAN MATEO,06081
2022,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,199.0,378163.0,52.6,106.4,,,199.0,378163.0,52.6,106.4,106.4,SAN MATEO,06081
2023,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,252.0,379175.0,66.5,96.1,,,252.0,379175.0,66.5,96.1,96.1,SAN MATEO,06081
2024,San Mateo,5,COPD or Asthma in Older Adults (Age 40+),,,,,277.0,385570.0,71.8,96.7,,,277.0,385570.0,71.8,96.7,96.7,SAN MATEO,06081
2005,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),398.0,170804.0,233.0,232.2,,,,,,,398.0,170804.0,233.0,232.2,232.2,SANTA BARBARA,06083
2006,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),405.0,171564.0,236.1,234.6,,,,,,,405.0,171564.0,236.1,234.6,234.6,SANTA BARBARA,06083
2007,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),390.0,173327.0,225.0,222.2,,,,,,,390.0,173327.0,225.0,222.2,222.2,SANTA BARBARA,06083
2008,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),358.0,175542.0,203.9,200.2,,,,,,,358.0,175542.0,203.9,200.2,200.2,SANTA BARBARA,06083
2009,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),371.0,177731.0,208.7,204.2,,,,,,,371.0,177731.0,208.7,204.2,204.2,SANTA BARBARA,06083
2010,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),361.0,180422.0,200.1,195.4,,,,,,,361.0,180422.0,200.1,195.4,195.4,SANTA BARBARA,06083
2011,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),338.0,180521.0,187.2,181.1,,,,,,,338.0,180521.0,187.2,181.1,181.1,SANTA BARBARA,06083
2012,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),440.0,183328.0,240.0,230.7,,,,,,,440.0,183328.0,240.0,230.7,230.7,SANTA BARBARA,06083
2013,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),349.0,185090.0,188.6,179.3,,,,,,,349.0,185090.0,188.6,179.3,179.3,SANTA BARBARA,06083
2014,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),330.0,186433.0,177.0,170.0,,,,,,,330.0,186433.0,177.0,170.0,170.0,SANTA BARBARA,06083
2015,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),277.0,142131.0,194.9,182.5,,,,,,,277.0,142131.0,194.9,182.5,182.5,SANTA BARBARA,06083
2016,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,320.0,188262.0,170.0,245.3,,,320.0,188262.0,170.0,245.3,245.3,SANTA BARBARA,06083
2017,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,362.0,189016.0,191.5,273.6,,,362.0,189016.0,191.5,273.6,273.6,SANTA BARBARA,06083
2018,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,245.0,189729.0,129.1,182.9,,,245.0,189729.0,129.1,182.9,182.9,SANTA BARBARA,06083
2019,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,216.0,190298.0,113.5,159.3,,,216.0,190298.0,113.5,159.3,159.3,SANTA BARBARA,06083
2020,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,192.0,192240.0,99.9,140.2,,,192.0,192240.0,99.9,140.2,140.2,SANTA BARBARA,06083
2021,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,162.0,192365.0,84.2,117.5,,,162.0,192365.0,84.2,117.5,117.5,SANTA BARBARA,06083
2022,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,130.0,193059.0,67.3,93.4,,,130.0,193059.0,67.3,93.4,93.4,SANTA BARBARA,06083
2023,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,164.0,193497.0,84.8,68.7,,,164.0,193497.0,84.8,68.7,68.7,SANTA BARBARA,06083
2024,Santa Barbara,5,COPD or Asthma in Older Adults (Age 40+),,,,,178.0,194318.0,91.6,91.7,,,178.0,194318.0,91.6,91.7,91.7,SANTA BARBARA,06083
2005,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1758.0,706205.0,248.9,277.1,,,,,,,1758.0,706205.0,248.9,277.1,277.1,SANTA CLARA,06085
2006,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1681.0,718692.0,233.9,259.4,,,,,,,1681.0,718692.0,233.9,259.4,259.4,SANTA CLARA,06085
2007,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1663.0,733072.0,226.9,250.1,,,,,,,1663.0,733072.0,226.9,250.1,250.1,SANTA CLARA,06085
2008,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1942.0,750523.0,258.8,284.0,,,,,,,1942.0,750523.0,258.8,284.0,284.0,SANTA CLARA,06085
2009,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1873.0,768933.0,243.6,265.9,,,,,,,1873.0,768933.0,243.6,265.9,265.9,SANTA CLARA,06085
2010,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1834.0,787863.0,232.8,252.8,,,,,,,1834.0,787863.0,232.8,252.8,252.8,SANTA CLARA,06085
2011,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1737.0,806201.0,215.5,232.5,,,,,,,1737.0,806201.0,215.5,232.5,232.5,SANTA CLARA,06085
2012,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1623.0,824722.0,196.8,211.0,,,,,,,1623.0,824722.0,196.8,211.0,211.0,SANTA CLARA,06085
2013,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1604.0,843341.0,190.2,202.1,,,,,,,1604.0,843341.0,190.2,202.1,202.1,SANTA CLARA,06085
2014,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1557.0,845696.0,184.1,196.7,,,,,,,1557.0,845696.0,184.1,196.7,196.7,SANTA CLARA,06085
2015,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),1355.0,662539.0,204.5,214.4,,,,,,,1355.0,662539.0,204.5,214.4,214.4,SANTA CLARA,06085
2016,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,1563.0,877235.0,178.2,399.5,,,1563.0,877235.0,178.2,399.5,399.5,SANTA CLARA,06085
2017,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,1577.0,882629.0,178.7,396.2,,,1577.0,882629.0,178.7,396.2,396.2,SANTA CLARA,06085
2018,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,1186.0,885380.0,134.0,293.5,,,1186.0,885380.0,134.0,293.5,293.5,SANTA CLARA,06085
2019,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,1111.0,885794.0,125.4,271.6,,,1111.0,885794.0,125.4,271.6,271.6,SANTA CLARA,06085
2020,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,667.0,892135.0,74.8,162.0,,,667.0,892135.0,74.8,162.0,162.0,SANTA CLARA,06085
2021,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,594.0,888203.0,66.9,143.2,,,594.0,888203.0,66.9,143.2,143.2,SANTA CLARA,06085
2022,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,763.0,885940.0,86.1,182.1,,,763.0,885940.0,86.1,182.1,182.1,SANTA CLARA,06085
2023,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,801.0,890898.0,89.9,135.9,,,801.0,890898.0,89.9,135.9,135.9,SANTA CLARA,06085
2024,Santa Clara,5,COPD or Asthma in Older Adults (Age 40+),,,,,881.0,910198.0,96.8,139.3,,,881.0,910198.0,96.8,139.3,139.3,SANTA CLARA,06085
2005,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),226.0,111737.0,202.3,224.9,,,,,,,226.0,111737.0,202.3,224.9,224.9,SANTA CRUZ,06087
2006,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),258.0,112679.0,229.0,252.6,,,,,,,258.0,112679.0,229.0,252.6,252.6,SANTA CRUZ,06087
2007,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),272.0,114369.0,237.8,259.5,,,,,,,272.0,114369.0,237.8,259.5,259.5,SANTA CRUZ,06087
2008,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),319.0,116589.0,273.6,295.7,,,,,,,319.0,116589.0,273.6,295.7,295.7,SANTA CRUZ,06087
2009,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),330.0,119058.0,277.2,297.2,,,,,,,330.0,119058.0,277.2,297.2,297.2,SANTA CRUZ,06087
2010,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),295.0,121460.0,242.9,259.1,,,,,,,295.0,121460.0,242.9,259.1,259.1,SANTA CRUZ,06087
2011,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),267.0,122164.0,218.6,229.4,,,,,,,267.0,122164.0,218.6,229.4,229.4,SANTA CRUZ,06087
2012,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),270.0,123479.0,218.7,226.9,,,,,,,270.0,123479.0,218.7,226.9,226.9,SANTA CRUZ,06087
2013,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),274.0,124938.0,219.3,223.7,,,,,,,274.0,124938.0,219.3,223.7,223.7,SANTA CRUZ,06087
2014,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),243.0,125873.0,193.1,198.6,,,,,,,243.0,125873.0,193.1,198.6,198.6,SANTA CRUZ,06087
2015,Santa Cruz,5,COPD or Asthma in Older Adults (Age 40+),197.0,95865.0,205.5,203.8,,,,,,,197.0,95865.0,205.5,203.8,203.8,SANTA CRUZ,06087
