Month of Eligibility,County,Health Delivery System,Health Plan,Total Eligibles,Annotation Code,Annotation Description,Status,Date of Data
2022-09,Contra Costa,Managed Care,Anthem Blue Cross/Contra Costa,"36,020",,,F,11SEP2023
2022-09,Contra Costa,Managed Care,Center for Elders Independence/Contra Costa,222,,,F,11SEP2023
2022-09,Contra Costa,Managed Care,Contra Costa Health Plan/Contra Costa,"234,253",,,F,11SEP2023
2022-09,Contra Costa,Managed Care,Out of County Plan,"3,751",,,F,11SEP2023
2022-09,Del Norte,Fee-for-Service,Fee-for-Service,580,,,F,11SEP2023
2022-09,Del Norte,Managed Care,Out of County Plan,130,,,F,11SEP2023
2022-09,Del Norte,Managed Care,Partnership Health Plan of California/Del Norte,"12,357",,,F,11SEP2023
2022-09,El Dorado,Fee-for-Service,Fee-for-Service,"7,699",,,F,11SEP2023
2022-09,El Dorado,Managed Care,Anthem Blue Cross Partnership Plan/El Dorado,"13,769",,,F,11SEP2023
2022-09,El Dorado,Managed Care,California Health and Wellness Plan/El Dorado,"19,251",,,F,11SEP2023
2022-09,El Dorado,Managed Care,Kaiser Permanente/El Dorado,"3,015",,,F,11SEP2023
2022-09,El Dorado,Managed Care,Out of County Plan,419,,,F,11SEP2023
2022-09,Fresno,Fee-for-Service,Fee-for-Service,"73,028",,,F,11SEP2023
2022-09,Fresno,Managed Care,Anthem Blue Cross Partnership Plan/Fresno,"139,331",,,F,11SEP2023
2022-09,Fresno,Managed Care,CalViva Health/Fresno,"331,895",,,F,11SEP2023
2022-09,Fresno,Managed Care,"Innovative Integrated Health, Inc/Fresno","1,149",,,F,11SEP2023
2022-09,Fresno,Managed Care,Out of County Plan,"2,554",,,F,11SEP2023
2022-09,Fresno,Managed Care,Sequoia PACE/Fresno,405,,,F,11SEP2023
2022-09,Glenn,Fee-for-Service,Fee-for-Service,"2,483",,,F,11SEP2023
2022-09,Glenn,Managed Care,Anthem Blue Cross Partnership Plan/Glenn,"2,787",,,F,11SEP2023
2022-09,Glenn,Managed Care,California Health and Wellness Plan/Glenn,"9,057",,,F,11SEP2023
2022-09,Glenn,Managed Care,Out of County Plan,161,,,F,11SEP2023
2022-09,Humboldt,Fee-for-Service,Fee-for-Service,"3,416",,,F,11SEP2023
2022-09,Humboldt,Managed Care,"Humboldt Senior Resource Center, Inc./Humboldt",242,,,F,11SEP2023
2022-09,Humboldt,Managed Care,Out of County Plan,521,,,F,11SEP2023
2022-09,Humboldt,Managed Care,Partnership Health Plan of California/Humboldt,"59,571",,,F,11SEP2023
2022-09,Imperial,Fee-for-Service,Fee-for-Service,"18,568",,,F,11SEP2023
2022-09,Imperial,Managed Care,California Health and Wellness Plan/Imperial,"72,403",,,F,11SEP2023
2022-09,Imperial,Managed Care,Molina Healthcare of California/Imperial,"17,159",,,F,11SEP2023
2022-09,Imperial,Managed Care,Out of County Plan,437,,,F,11SEP2023
2022-09,Inyo,Fee-for-Service,Fee-for-Service,"1,725",,,F,11SEP2023
2022-09,Inyo,Managed Care,Anthem Blue Cross Partnership Plan/Inyo,"2,850",,,F,11SEP2023
2022-09,Inyo,Managed Care,California Health and Wellness Plan/Inyo,"2,017",,,F,11SEP2023
2022-09,Inyo,Managed Care,Out of County Plan,57,,,F,11SEP2023
2022-09,Kern,Fee-for-Service,Fee-for-Service,"76,707",,,F,11SEP2023
2022-09,Kern,Managed Care,Health Net Community Solutions/Kern,"84,176",,,F,11SEP2023
2022-09,Kern,Managed Care,"IIH, Inc dba Bakersfield PACE/Kern",375,,,F,11SEP2023
2022-09,Kern,Managed Care,Kern Health Systems/Kern,"338,857",,,F,11SEP2023
2022-09,Kern,Managed Care,Out of County Plan,"2,542",,,F,11SEP2023
2022-09,Kings,Fee-for-Service,Fee-for-Service,"10,506",,,F,11SEP2023
2022-09,Kings,Managed Care,Anthem Blue Cross Partnership Plan/Kings,"23,552",,,F,11SEP2023
2022-09,Kings,Managed Care,CalViva Health/Kings,"35,217",,,F,11SEP2023
2022-09,Kings,Managed Care,Out of County Plan,,2,Cell suppressed for complementary cell,F,11SEP2023
2022-09,Kings,Managed Care,Sequoia PACE/Kings,,1,Cell suppressed for small numbers,F,11SEP2023
2022-09,Lake,Fee-for-Service,Fee-for-Service,"2,237",,,F,11SEP2023
2022-09,Lake,Managed Care,Out of County Plan,401,,,F,11SEP2023
2022-09,Lake,Managed Care,Partnership Health Plan of California/Lake,"34,095",,,F,11SEP2023
2022-09,Lassen,Fee-for-Service,Fee-for-Service,803,,,F,11SEP2023
2022-09,Lassen,Managed Care,Out of County Plan,254,,,F,11SEP2023
2022-09,Lassen,Managed Care,Partnership Health Plan of California/Lassen,"8,524",,,F,11SEP2023
2022-09,Los Angeles,Fee-for-Service,Fee-for-Service,"808,548",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,AIDS Healthcare Foundation/Los Angeles,804,,,F,11SEP2023
2022-09,Los Angeles,Managed Care,AltaMed Health Sr. Buena Care/Los Angeles,"3,742",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,Anthem Blue Cross (CMC)/Los Angeles,"1,806",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,Blue Shield of California Promise (CMC)/Los Angeles,"2,799",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,Brandman Centers for Senior Care/Los Angeles,,2,Cell suppressed for complementary cell,F,11SEP2023
2022-09,Los Angeles,Managed Care,ConcertoHealth PACE of Los Angeles/Los Angeles,,1,Cell suppressed for small numbers,F,11SEP2023
2022-09,Los Angeles,Managed Care,Health Net Community Solutions (CMC)/Los Angeles,"5,644",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,Health Net Community Solutions/Los Angeles,"1,095,041",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,L.A. Care Health Plan (CMC)/Los Angeles,"17,051",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,L.A. Care Health Plan/Los Angeles,"2,531,266",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,LA Coast PACE/Los Angeles,313,,,F,11SEP2023
2022-09,Los Angeles,Managed Care,Molina Healthcare of California (CMC)/Los Angeles,"1,212",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,Out of County Plan,"32,391",,,F,11SEP2023
2022-09,Los Angeles,Managed Care,Pacific PACE/Los Angeles,357,,,F,11SEP2023
2022-09,Los Angeles,Managed Care,SCAN Health Plan/Los Angeles,"10,135",,,F,11SEP2023
2022-09,Madera,Fee-for-Service,Fee-for-Service,"13,603",,,F,11SEP2023
2022-09,Madera,Managed Care,Anthem Blue Cross Partnership Plan/Madera,"26,758",,,F,11SEP2023
2022-09,Madera,Managed Care,CalViva Health/Madera,"44,405",,,F,11SEP2023
2022-09,Madera,Managed Care,Out of County Plan,717,,,F,11SEP2023
2022-09,Madera,Managed Care,Sequoia PACE/Madera,11,,,F,11SEP2023
2022-09,Marin,Fee-for-Service,Fee-for-Service,"7,714",,,F,11SEP2023
2022-09,Marin,Managed Care,Out of County Plan,734,,,F,11SEP2023
2022-09,Marin,Managed Care,Partnership Health Plan of California/Marin,"48,449",,,F,11SEP2023
2022-09,Mariposa,Fee-for-Service,Fee-for-Service,"1,077",,,F,11SEP2023
2022-09,Mariposa,Managed Care,Anthem Blue Cross Partnership Plan/Mariposa,"3,971",,,F,11SEP2023
2022-09,Mariposa,Managed Care,California Health and Wellness Plan/Mariposa,"1,033",,,F,11SEP2023
2022-09,Mariposa,Managed Care,Out of County Plan,119,,,F,11SEP2023
2022-09,Mendocino,Fee-for-Service,Fee-for-Service,"3,271",,,F,11SEP2023
2022-09,Mendocino,Managed Care,Out of County Plan,625,,,F,11SEP2023
2022-09,Mendocino,Managed Care,Partnership Health Plan of California/Mendocino,"40,424",,,F,11SEP2023
2022-09,Merced,Fee-for-Service,Fee-for-Service,"12,641",,,F,11SEP2023
2022-09,Merced,Managed Care,Central California Alliance for Health/Merced,"144,400",,,F,11SEP2023
2022-09,Merced,Managed Care,Out of County Plan,771,,,F,11SEP2023
2022-09,Modoc,Fee-for-Service,Fee-for-Service,230,,,F,11SEP2023
2022-09,Modoc,Managed Care,Out of County Plan,92,,,F,11SEP2023
2022-09,Modoc,Managed Care,Partnership Health Plan of California/Modoc,"3,656",,,F,11SEP2023
2022-09,Mono,Fee-for-Service,Fee-for-Service,638,,,F,11SEP2023
2022-09,Mono,Managed Care,Anthem Blue Cross Partnership Plan/Mono,"2,038",,,F,11SEP2023
2022-09,Mono,Managed Care,California Health and Wellness Plan/Mono,"1,012",,,F,11SEP2023
2022-09,Mono,Managed Care,Out of County Plan,180,,,F,11SEP2023
2022-09,Monterey,Fee-for-Service,Fee-for-Service,"38,620",,,F,11SEP2023
2022-09,Monterey,Managed Care,Central California Alliance for Health/Monterey,"181,940",,,F,11SEP2023
2022-09,Monterey,Managed Care,Out of County Plan,"1,152",,,F,11SEP2023
2022-09,Napa,Fee-for-Service,Fee-for-Service,"4,152",,,F,11SEP2023
2022-09,Napa,Managed Care,Out of County Plan,557,,,F,11SEP2023
2022-09,Napa,Managed Care,Partnership Health Plan of California/Napa,"33,818",,,F,11SEP2023
2022-09,Nevada,Fee-for-Service,Fee-for-Service,"4,925",,,F,11SEP2023
2022-09,Nevada,Managed Care,Anthem Blue Cross Partnership Plan/Nevada,"14,193",,,F,11SEP2023
2022-09,Nevada,Managed Care,California Health and Wellness Plan/Nevada,"9,786",,,F,11SEP2023
2022-09,Nevada,Managed Care,Out of County Plan,377,,,F,11SEP2023
2022-09,Orange,Fee-for-Service,Fee-for-Service,"119,181",,,F,11SEP2023
2022-09,Orange,Managed Care,AltaMed Senior Buena Care/Orange,240,,,F,11SEP2023
2022-09,Orange,Managed Care,CalOptima (CMC)/Orange,"14,142",,,F,11SEP2023
2022-09,Orange,Managed Care,CalOptima PACE/Orange,438,,,F,11SEP2023
2022-09,Orange,Managed Care,CalOptima/Orange,"900,993",,,F,11SEP2023
2022-09,Orange,Managed Care,Innovative Integrated Health PACE/Orange,38,,,F,11SEP2023
2022-09,Orange,Managed Care,Out of County Plan,"4,609",,,F,11SEP2023
2022-09,Placer,Fee-for-Service,Fee-for-Service,"13,786",,,F,11SEP2023
2022-09,Placer,Managed Care,Anthem Blue Cross Partnership Plan/Placer,"37,407",,,F,11SEP2023
2022-09,Placer,Managed Care,California Health and Wellness Plan/Placer,"12,667",,,F,11SEP2023
2022-09,Placer,Managed Care,InnovAge PACE/Placer,14,,,F,11SEP2023
2022-09,Placer,Managed Care,Kaiser Permanente/Placer,"12,174",,,F,11SEP2023
2022-09,Placer,Managed Care,Out of County Plan,849,,,F,11SEP2023
2022-09,Plumas,Fee-for-Service,Fee-for-Service,"1,211",,,F,11SEP2023
2022-09,Plumas,Managed Care,Anthem Blue Cross Partnership Plan/Plumas,"2,956",,,F,11SEP2023
2022-09,Plumas,Managed Care,California Health and Wellness Plan/Plumas,"2,626",,,F,11SEP2023
2022-09,Plumas,Managed Care,Out of County Plan,114,,,F,11SEP2023
2022-09,Riverside,Fee-for-Service,Fee-for-Service,"107,016",,,F,11SEP2023
2022-09,Riverside,Managed Care,Inland Empire Health Plan (CMC)/Riverside,"15,631",,,F,11SEP2023
2022-09,Riverside,Managed Care,Inland Empire Health Plan/Riverside,"766,594",,,F,11SEP2023
2022-09,Riverside,Managed Care,InnovAge PACE/Riverside,356,,,F,11SEP2023
2022-09,Riverside,Managed Care,Molina Healthcare of California (CMC)/Riverside,"1,321",,,F,11SEP2023
2022-09,Riverside,Managed Care,Molina Healthcare of California/Riverside,"104,969",,,F,11SEP2023
2022-09,Riverside,Managed Care,Neighborhood Healthcare PACE/Riverside,62,,,F,11SEP2023
2022-09,Riverside,Managed Care,Out of County Plan,"12,991",,,F,11SEP2023
2022-09,Riverside,Managed Care,SCAN Health Plan/Riverside,"2,631",,,F,11SEP2023
2022-09,STATEWIDE,STATEWIDE,STATEWIDE,"15,303,596",,Statewide Total by MOE,F,11SEP2023
2022-09,Sacramento,Fee-for-Service,Fee-for-Service,"95,128",,,F,11SEP2023
2022-09,Sacramento,Managed Care,Aetna Better Health/Sacramento,"21,131",,,F,11SEP2023
2022-09,Sacramento,Managed Care,Anthem Blue Cross/Sacramento,"214,890",,,F,11SEP2023
2022-09,Sacramento,Managed Care,Health Net Community Solutions/Sacramento,"131,679",,,F,11SEP2023
2022-09,Sacramento,Managed Care,InnovAge PACE/Sacramento,138,,,F,11SEP2023
2022-09,Sacramento,Managed Care,Kaiser Permanente/Sacramento,"115,270",,,F,11SEP2023
2022-09,Sacramento,Managed Care,Molina Healthcare of California/Sacramento,"57,846",,,F,11SEP2023
2022-09,Sacramento,Managed Care,Out of County Plan,"5,419",,,F,11SEP2023
2022-09,Sacramento,Managed Care,Sutter SeniorCare/Sacramento,444,,,F,11SEP2023
2022-09,San Benito,Fee-for-Service,Fee-for-Service,"10,370",,,F,11SEP2023
2022-09,San Benito,Managed Care,Anthem Blue Cross/San Benito,"10,866",,,F,11SEP2023
2022-09,San Benito,Managed Care,Out of County Plan,267,,,F,11SEP2023
2022-09,San Bernardino,Fee-for-Service,Fee-for-Service,"105,829",,,F,11SEP2023
2022-09,San Bernardino,Managed Care,Inland Empire Health Plan (CMC)/San Bernardino,"15,872",,,F,11SEP2023
2022-09,San Bernardino,Managed Care,Inland Empire Health Plan/San Bernardino,"758,725",,,F,11SEP2023
2022-09,San Bernardino,Managed Care,InnovAge PACE/San Bernardino,832,,,F,11SEP2023
2022-09,San Bernardino,Managed Care,Molina Healthcare of California (CMC)/San Bernardino,"1,143",,,F,11SEP2023
2022-09,San Bernardino,Managed Care,Molina Healthcare of California/San Bernardino,"98,252",,,F,11SEP2023
2022-09,San Bernardino,Managed Care,Neighborhood Healthcare PACE/San Bernardino,35,,,F,11SEP2023
2022-09,San Bernardino,Managed Care,Out of County Plan,"12,644",,,F,11SEP2023
2022-09,San Bernardino,Managed Care,SCAN Health Plan/San Bernardino,"1,808",,,F,11SEP2023
2022-09,San Diego,Fee-for-Service,Fee-for-Service,"115,856",,,F,11SEP2023
2022-09,San Diego,Managed Care,Aetna Better Health/San Diego,"27,545",,,F,11SEP2023
2022-09,San Diego,Managed Care,Blue Shield of California Promise (CMC)/San Diego,"2,596",,,F,11SEP2023
2022-09,San Diego,Managed Care,Blue Shield of California Promise/San Diego,"124,088",,,F,11SEP2023
2022-09,San Diego,Managed Care,Community Health Group (CMC)/San Diego,"6,730",,,F,11SEP2023
2022-09,San Diego,Managed Care,Community Health Group/San Diego,"326,739",,,F,11SEP2023
2022-09,San Diego,Managed Care,Family Health Centers of San Diego/San Diego,229,,,F,11SEP2023
2022-09,San Diego,Managed Care,Gary and Mary West PACE of N. San Diego/San Diego,257,,,F,11SEP2023
2022-09,San Diego,Managed Care,Health Net Community Solutions (CMC)/San Diego,"1,117",,,F,11SEP2023
2022-09,San Diego,Managed Care,Health Net Community Solutions/San Diego,"87,227",,,F,11SEP2023
2022-09,San Diego,Managed Care,Kaiser Permanente/San Diego,"65,938",,,F,11SEP2023
2022-09,San Diego,Managed Care,Molina Healthcare of California (CMC)/San Diego,"2,993",,,F,11SEP2023
2022-09,San Diego,Managed Care,Molina Healthcare of California/San Diego,"241,098",,,F,11SEP2023
2022-09,San Diego,Managed Care,Out of County Plan,"4,493",,,F,11SEP2023
2022-09,San Diego,Managed Care,San Diego PACE/San Diego,"2,184",,,F,11SEP2023
2022-09,San Diego,Managed Care,St. Paul's PACE/San Diego,"1,281",,,F,11SEP2023
2022-09,San Diego,Managed Care,UnitedHealthCare/San Diego,"30,671",,,F,11SEP2023
2022-09,San Francisco,Fee-for-Service,Fee-for-Service,"54,324",,,F,11SEP2023
2022-09,San Francisco,Managed Care,Anthem Blue Cross/San Francisco,"23,361",,,F,11SEP2023
2022-09,San Francisco,Managed Care,Family Mosaic Project/San Francisco,,1,Cell suppressed for small numbers,F,11SEP2023
2022-09,San Francisco,Managed Care,North East Medical Services PACE/San Francisco,,2,Cell suppressed for complementary cell,F,11SEP2023
2022-09,San Francisco,Managed Care,ONLOK Senior Health Services/San Francisco,"1,039",,,F,11SEP2023
2022-09,San Francisco,Managed Care,Out of County Plan,"2,463",,,F,11SEP2023
2022-09,San Francisco,Managed Care,San Francisco Health Plan/San Francisco,"165,898",,,F,11SEP2023
2022-09,San Joaquin,Fee-for-Service,Fee-for-Service,"51,987",,,F,11SEP2023
2022-09,San Joaquin,Managed Care,Central PACE/San Joaquin,,1,Cell suppressed for small numbers,F,11SEP2023
2022-09,San Joaquin,Managed Care,Health Net Community Solutions/San Joaquin,"25,607",,,F,11SEP2023
2022-09,San Joaquin,Managed Care,Health Plan of San Joaquin/San Joaquin,"254,190",,,F,11SEP2023
2022-09,San Joaquin,Managed Care,Health Plan of San Joaquin/Stanislaus,,2,Cell suppressed for complementary cell,F,11SEP2023
2022-09,San Joaquin,Managed Care,Out of County Plan,"1,862",,,F,11SEP2023
2022-09,San Joaquin,Managed Care,Stockton PACE/San Joaquin,432,,,F,11SEP2023
2022-09,San Luis Obispo,Fee-for-Service,Fee-for-Service,"4,948",,,F,11SEP2023
2022-09,San Luis Obispo,Managed Care,CenCal Health/San Luis Obispo,"65,080",,,F,11SEP2023
2022-09,San Luis Obispo,Managed Care,Out of County Plan,699,,,F,11SEP2023
2022-09,San Mateo,Fee-for-Service,Fee-for-Service,"24,502",,,F,11SEP2023
2022-09,San Mateo,Managed Care,Health Plan of San Mateo (CMC)/San Mateo,"8,702",,,F,11SEP2023
2022-09,San Mateo,Managed Care,Health Plan of San Mateo/San Mateo,"133,861",,,F,11SEP2023
2022-09,San Mateo,Managed Care,Out of County Plan,"1,105",,,F,11SEP2023
2022-09,Santa Barbara,Fee-for-Service,Fee-for-Service,"19,341",,,F,11SEP2023
2022-09,Santa Barbara,Managed Care,CenCal Health/Santa Barbara,"155,289",,,F,11SEP2023
2022-09,Santa Barbara,Managed Care,Out of County Plan,"1,082",,,F,11SEP2023
2022-09,Santa Clara,Fee-for-Service,Fee-for-Service,"66,878",,,F,11SEP2023
2022-09,Santa Clara,Managed Care,Anthem Blue Cross (CMC)/Santa Clara,"1,443",,,F,11SEP2023
2022-09,Santa Clara,Managed Care,Anthem Blue Cross/Santa Clara,"83,970",,,F,11SEP2023
2022-09,Santa Clara,Managed Care,ONLOK Lifeways/Santa Clara,380,,,F,11SEP2023
2022-09,Santa Clara,Managed Care,Out of County Plan,"2,729",,,F,11SEP2023
2022-09,Santa Clara,Managed Care,Santa Clara Family Health Plan (CMC)/Santa Clara,"10,355",,,F,11SEP2023
2022-09,Santa Clara,Managed Care,Santa Clara Family Health Plan/Santa Clara,"304,523",,,F,11SEP2023
2022-09,Santa Cruz,Fee-for-Service,Fee-for-Service,"9,233",,,F,11SEP2023
2022-09,Santa Cruz,Managed Care,Central California Alliance for Health/Santa Cruz,"77,247",,,F,11SEP2023
2022-09,Santa Cruz,Managed Care,Out of County Plan,"1,158",,,F,11SEP2023
2022-09,Shasta,Fee-for-Service,Fee-for-Service,"3,795",,,F,11SEP2023
2022-09,Shasta,Managed Care,Out of County Plan,800,,,F,11SEP2023
2022-09,Shasta,Managed Care,Partnership Health Plan of California/Shasta,"68,965",,,F,11SEP2023
2022-09,Sierra,Fee-for-Service,Fee-for-Service,196,,,F,11SEP2023
2022-09,Sierra,Managed Care,Anthem Blue Cross Partnership Plan/Sierra,376,,,F,11SEP2023
2022-09,Sierra,Managed Care,California Health and Wellness Plan/Sierra,272,,,F,11SEP2023
2022-09,Sierra,Managed Care,Out of County Plan,16,,,F,11SEP2023
2022-09,Siskiyou,Fee-for-Service,Fee-for-Service,"1,058",,,F,11SEP2023
2022-09,Siskiyou,Managed Care,Out of County Plan,547,,,F,11SEP2023
2022-09,Siskiyou,Managed Care,Partnership Health Plan of California/Siskiyou,"18,898",,,F,11SEP2023
2022-09,Solano,Fee-for-Service,Fee-for-Service,"10,785",,,F,11SEP2023
2022-09,Solano,Managed Care,Out of County Plan,"1,780",,,F,11SEP2023
2022-09,Solano,Managed Care,Partnership Health Plan of California/Solano,"131,067",,,F,11SEP2023
2022-09,Sonoma,Fee-for-Service,Fee-for-Service,"12,827",,,F,11SEP2023
2022-09,Sonoma,Managed Care,Out of County Plan,"1,162",,,F,11SEP2023
2022-09,Sonoma,Managed Care,Partnership Health Plan of California/Sonoma,"126,436",,,F,11SEP2023
2022-09,Stanislaus,Fee-for-Service,Fee-for-Service,"40,045",,,F,11SEP2023
2022-09,Stanislaus,Managed Care,Central PACE/Stanislaus,182,,,F,11SEP2023
2022-09,Stanislaus,Managed Care,Health Net Community Solutions/Stanislaus,"65,944",,,F,11SEP2023
2022-09,Stanislaus,Managed Care,Health Plan of San Joaquin/Stanislaus,"159,496",,,F,11SEP2023
2022-09,Stanislaus,Managed Care,Out of County Plan,"2,220",,,F,11SEP2023
2022-09,Stanislaus,Managed Care,Stockton PACE/Stanislaus,83,,,F,11SEP2023
2022-09,Sutter,Fee-for-Service,Fee-for-Service,"8,206",,,F,11SEP2023
2022-09,Sutter,Managed Care,Anthem Blue Cross Partnership Plan/Sutter,"24,634",,,F,11SEP2023
2022-09,Sutter,Managed Care,California Health and Wellness Plan/Sutter,"13,420",,,F,11SEP2023
2022-09,Sutter,Managed Care,InnovAge PACE/Sutter,,1,Cell suppressed for small numbers,F,11SEP2023
2022-09,Sutter,Managed Care,Out of County Plan,,2,Cell suppressed for complementary cell,F,11SEP2023
2022-09,Tehama,Fee-for-Service,Fee-for-Service,"6,256",,,F,11SEP2023
2022-09,Tehama,Managed Care,Anthem Blue Cross Partnership Plan/Tehama,"10,761",,,F,11SEP2023
2022-09,Tehama,Managed Care,California Health and Wellness Plan/Tehama,"14,809",,,F,11SEP2023
2022-09,Tehama,Managed Care,Out of County Plan,602,,,F,11SEP2023
2022-09,Trinity,Fee-for-Service,Fee-for-Service,333,,,F,11SEP2023
2022-09,Trinity,Managed Care,Out of County Plan,226,,,F,11SEP2023
2022-09,Trinity,Managed Care,Partnership Health Plan of California/Trinity,"5,549",,,F,11SEP2023
2022-09,Tulare,Fee-for-Service,Fee-for-Service,"41,341",,,F,11SEP2023
2022-09,Tulare,Managed Care,Anthem Blue Cross/Tulare,"122,414",,,F,11SEP2023
2022-09,Tulare,Managed Care,Health Net Community Solutions/Tulare,"124,169",,,F,11SEP2023
2022-09,Tulare,Managed Care,"IIH, Inc dba Bakersfield PACE/Tulare",,1,Cell suppressed for small numbers,F,11SEP2023
2022-09,Tulare,Managed Care,Out of County Plan,"1,409",,,F,11SEP2023
2022-09,Tulare,Managed Care,Sequoia PACE/Tulare,,2,Cell suppressed for complementary cell,F,11SEP2023
